droga,marca,presentacion,laboratorio,precio
rifaximina,,200 mg comp.rec.x 40,,16517.03
rifaximina,RIFADOM,200 mg comp.x 10,DomÃ­nguez,11234.2
rifaximina,"RIFAXTRIL 17.386,17",200 mg comp.x 20,Ariston,7977.4
rifaximina,"RIFADOM 20.084,71",200 mg comp.x 20,DomÃ­nguez,8470.83
rifaximina,"RIFAXTRIL 35.753,91",200 mg comp.x 40,Ariston,15865.74
rifaximina,"RIFADOM 38.159,39",200 mg comp.x 40,DomÃ­nguez,16093.92
rifaximina,"COLOXIMINA 23.768,86",400 mg comp.rec.ran.x 10,Eurofarma,9558.11
rifaximina,"COLOXIMINA 58.720,58",400 mg comp.rec.ran.x 30,Eurofarma,23590.03
rifaximina,LISIBACTER,400 mg comp.rec.x 30,Roemmers,54336.0
rifaximina,,400 mg comp.rec.x 30,,23828.78
rifaximina,COLOXIMINA,550 mg comp.rec.x 10,Eurofarma,30825.8
rifaximina,"LISIBACTER 31.583,00",550 mg comp.rec.x 10,Roemmers,11929.92
rifaximina,COLOXIMINA,550 mg comp.rec.x 30,Eurofarma,77486.75
rifaximina,"LISIBACTER 81.373,00",550 mg comp.rec.x 30,Roemmers,30735.49
rifaximina,LISIBACTER,550 mg comp.rec.x 60,Roemmers,122835.0
rifaximina,"RIFAXTRIL 26.627,96",550 mg comp.x 10,Ariston,11170.34
rifaximina,"RIFADOM 28.922,03",550 mg comp.x 10,DomÃ­nguez,11595.38
rifaximina,"RIFAXTRIL 68.655,21",550 mg comp.x 30,Ariston,28800.62
rifaximina,"RIFADOM 73.753,11",550 mg comp.x 30,DomÃ­nguez,29569.01
rifaximina,"RIFAXTRIL 111.899,64",550 mg comp.x 60,Ariston,49144.47
rifaximina,"RIFADOM 124.074,97",550 mg comp.x 60,DomÃ­nguez,50267.1
rifaximina,ROCIAMIN,550 comp.rec.x 10,,10935.04
rifaximina,ROCIAMIN,550 comp.rec.x 30,,28254.67
rilmenidina,,"HYPERIUM comp.x 30 3.192,94",Servier,1596.47
rilpivirina,,900 mg,GlaxoSmithKline,1060975.42
"rilpivirina,",,rec.x 30,Gador,2890705.37
riluzol,ANIL,50 mg comp.rec.x 60,Lazar,810703.15
riluzol,RILUZOLE,50 mg comp.rec.x 60,Everex,1261942.75
riluzol,RIZOL,50 mg comp.rec.x 60,Aspen,1702286.96
riluzol,AMITAX,50 mg comp.x 60,BagÃ³,1015925.27
riluzol,ACTILUZOL,50 mg comp.x 60,Bioprofarma Bag,1333367.97
riluzol,EDILOSIV,50 mg comp.x 60,Tuteur,1806306.91
riluzol,,5mg/ml,,808349.81
rimegepant,,75 mg,Pfizer,380385.67
riociguat,ADEMPAS,0.5 mg comp.x 42,Bayer (PH),11358837.4
riociguat,ADEMPAS,1.0 mg comp.x 42,Bayer (PH),11358837.4
riociguat,ADEMPAS,1.5 mg comp.x 42,Bayer (PH),11358837.4
riociguat,ADEMPAS,2.0 mg comp.x 84,Bayer (PH),22717674.8
riociguat,ADEMPAS,2.5 mg comp.x 84,Bayer (PH),22717674.8
risankizumab,,150 mg,Abbvie,13750124.5
risankizumab,,360 mg,Abbvie,14979321.41
risankizumab,,600 mg,Abbvie,14791175.34
risdiplam,,0.75mg/ml,Roche,20178939.34
risedronato,"BONECUR 32.030,57",150 mg comp.rec.x 1,Teva argentina,12872.58
risedronato,"RENTOP 42.158,42",150 150 mg comp.rec.x 1,Montpellier,13266.64
risedronato,"BONECUR 86.970,07",150 mg comp.rec.x 3,Teva argentina,28138.15
risedronato,"RENTOP 111.693,42",150 150 mg comp.rec.x 3,Montpellier,29853.12
risedronato,"RIBASTAMIN 30.736,42",150 MG comp.rec.x 1,Beta,11229.05
risedronato,RIBASTAMIN,150 MG comp.rec.x 3,Beta,86759.14
"risedronato,",,rec.x1,Beta,28050.3
risperidona,"RIATUL 3.598,59",0.25 0.25 mg comp.rec.x 20,Baliarda,1226.66
risperidona,"RISPERIN 3.562,35",0.25 mg comp.x 20,Gador,1220.04
risperidona,"DOZIC 11.668,81",0.5 mg comp.ran.x 20,Raffo,3278.26
risperidona,"RIATUL 8.695,50",0.5 0.5 mg comp.rec.ran.x 20,Baliarda,3047.3
risperidona,"RIATUL 23.880,54",0.5 0.5 mg comp.rec.ran.x 60,Baliarda,8373.61
risperidona,"DROPICINE 8.590,34",0.5 mg comp.rec.x 20,Beta,2788.56
risperidona,"RISPERDAL 18.263,01",0.5 mg comp.x 20,Janssen-Cilag,4356.0
risperidona,"RISPERIN 8.555,31",0.50 mg comp.x 20,Gador,3055.69
risperidona,"RESTELEA 11.709,90",0.50 mg comp.x 20,Elea,3374.92
risperidona,"RISPERIN 23.436,61",0.50 mg comp.x 60,Gador,8344.72
risperidona,"DOZIC 19.290,41",1 mg comp.ran.x 20,Raffo,5413.58
risperidona,"DOZIC 42.112,06",1 mg comp.ran.x 60,Raffo,11593.76
risperidona,"RIATUL 15.534,65",1 1 mg comp.rec.ran.x 20,Baliarda,4958.87
risperidona,"RIATUL 41.585,80",1 1 mg comp.rec.ran.x 60,Baliarda,11379.43
risperidona,"DROPICINE 14.686,81",1 mg comp.rec.x 20,Beta,4201.0
risperidona,"DROPICINE 39.792,81",1 mg comp.rec.x 60,Beta,10037.63
risperidona,"RISPERIDONA FABRA 14.762,00",1 mg comp.x 20,Fabra,5685.87
risperidona,"RISPEX 15.311,74",1 mg comp.x 20,Vannier,4443.03
risperidona,"RISPERIN 15.318,64",1 mg comp.x 20,Gador,4936.63
risperidona,"RESTELEA 18.567,83",1 mg comp.x 20,Elea,5790.97
risperidona,"RISPERDAL 29.902,65",1 mg comp.x 20,Janssen-Cilag,6559.97
risperidona,RISPERIDONA FABRA,1 mg comp.x 60,Fabra,39495.0
risperidona,"RISPEX 40.977,51",1 mg comp.x 60,Vannier,10171.94
risperidona,"RISPERIN 41.090,34",1 mg comp.x 60,Gador,11302.18
risperidona,"RESTELEA 46.209,74",1 mg comp.x 60,Elea,12954.57
risperidona,,x 30 ml,Baliarda,11480.53
risperidona,,x 30 ml,Gador,10954.38
risperidona,"DOZIC 38.082,82",2 mg comp.ran.x 20,Raffo,10740.28
risperidona,"DOZIC 110.054,38",2 mg comp.ran.x 60,Raffo,30157.86
risperidona,"RIATUL 32.901,40",2 2 mg comp.rec.ran.x 20,Baliarda,10161.75
risperidona,"RIATUL 94.586,62",2 2 mg comp.rec.ran.x 60,Baliarda,29935.65
risperidona,"DROPICINE 30.154,33",2 mg comp.rec.x 20,Beta,8134.86
risperidona,"DROPICINE 90.721,32",2 mg comp.rec.x 60,Beta,27755.67
risperidona,"RISPERIDONA FABRA 31.420,00",2 mg comp.x 20,Fabra,11532.48
risperidona,"RISPEX 31.976,64",2 mg comp.x 20,Vannier,8952.35
risperidona,"RISPERIN 32.369,70",2 mg comp.x 20,Gador,9947.09
risperidona,"RESTELEA 37.210,05",2 mg comp.x 20,Elea,11266.36
risperidona,"RISPERDAL 56.839,48",2 mg comp.x 20,Janssen-Cilag,16866.9
risperidona,RISPERIDONA FABRA,2 mg comp.x 60,Fabra,90342.0
risperidona,"RISPEX 91.325,51",2 mg comp.x 60,Vannier,26720.15
risperidona,"RISPERIN 92.999,20",2 mg comp.x 60,Gador,29689.0
risperidona,"RESTELEA 111.261,91",2 mg comp.x 60,Elea,34249.03
risperidona,"RISPERDAL 161.388,77",2 mg comp.x 60,Janssen-Cilag,47891.43
risperidona,,25 mg,Janssen-Cilag,86763.1
risperidona,"DOZIC 48.671,28",3 mg comp.ran.x 20,Raffo,14038.33
risperidona,"DOZIC 143.863,76",3 mg comp.ran.x 60,Raffo,41494.85
risperidona,"RIATUL 37.458,15",3 3 mg comp.rec.ran.x 20,Baliarda,9547.55
risperidona,"DROPICINE 35.777,19",3 mg comp.rec.x 20,Beta,11497.43
risperidona,"DROPICINE 113.129,59",3 mg comp.rec.x 60,Beta,35916.84
risperidona,RISPERIDONA FABRA,3 mg comp.x 20,Fabra,35822.0
risperidona,"RISPEX 36.711,21",3 mg comp.x 20,Vannier,9137.46
risperidona,"RISPERIN 36.956,63",3 mg comp.x 20,Gador,10152.75
risperidona,"RESTELEA 41.900,93",3 mg comp.x 20,Elea,11187.52
risperidona,"RISPERDAL 84.896,80",3 mg comp.x 20,Janssen-Cilag,25192.75
risperidona,"RISPEX 107.151,59",3 mg comp.x 60,Vannier,34226.02
risperidona,RISPERIDONA FABRA,3 mg comp.x 60,Fabra,107317.0
risperidona,"RISPERIN 110.647,63",3 mg comp.x 60,Gador,38028.95
risperidona,"RESTELEA 148.085,02",3 mg comp.x 60,Elea,46937.75
risperidona,"RISPERDAL 238.495,66",3 mg comp.x 60,Janssen-Cilag,70772.59
risperidona,,37.5 mg,Janssen-Cilag,127913.28
risperidona,"RISPERDAL 107.160,81",4 mg comp.x 20,Janssen-Cilag,31799.58
risperidona,,x 100 ml,Janssen-Cilag,53847.42
risperidona,,x 30 ml,Janssen-Cilag,18095.44
ritonavir,,rec.x 30,Abbvie,51803.22
"ritonavir,",,mg comp.rec.x 60,Abbvie,285654.07
"ritonavir,",,mg comp.rec.x 120,Abbvie,646375.9
"ritonavir,",,160 ml,Abbvie,305017.54
rituximab,,100 mg,Pfizer,974386.53
rituximab,,100 mg,Raffo,1553265.69
rituximab,,100 100 mg,Elea,1741140.34
rituximab,,ml,Biosidus S.A.U.,1701674.86
rituximab,,ml,Roche,3933526.7
rituximab,,ml,Roche,13767336.91
rituximab,,500 mg,Pfizer,4871912.64
rituximab,,500 mg,Raffo,3874098.48
rituximab,,500 500 mg,Elea,4352846.64
rituximab,,ml,Biosidus S.A.U.,4237728.52
rituximab,,ml,Roche,9833813.09
rivaroxabÃ¡n,"RIBEX 88.063,88",10 mg comp. x 15,Eurofarma,34094.16
rivaroxabÃ¡n,REMEXAL,10 mg comp.rec.x 10,Casasco,53110.52
rivaroxabÃ¡n,"RIXATYL 79.954,80",10 mg comp.rec.x 15,Baliarda,32598.4
rivaroxabÃ¡n,"QUARXOM 81.301,81",10 mg comp.rec.x 15,Richmond,32540.0
rivaroxabÃ¡n,"DRINAX R 83.548,73",10 mg comp.rec.x 15,BagÃ³,33435.75
rivaroxabÃ¡n,RIVACRIST,10 mg comp.rec.x 15,Abbott EPD,119135.88
rivaroxabÃ¡n,"REMEXAL 102.874,02",10 mg comp.rec.x 30,Casasco,43035.2
rivaroxabÃ¡n,"RIXATYL 103.977,07",10 mg comp.rec.x 30,Baliarda,43535.35
rivaroxabÃ¡n,"DRINAX R 115.467,20",10 mg comp.rec.x 30,BagÃ³,46209.35
rivaroxabÃ¡n,"RIVAREX 120.053,06",10 mg comp.rec.x 30,Everex,45189.34
rivaroxabÃ¡n,"XARELTO 236.893,02",10 mg comp.x 10,Bayer (PH),49460.02
rivaroxabÃ¡n,ABAXON,10 mg x 10 comp.rec.,Roemmers,53359.0
rivaroxabÃ¡n,"XAROBAN 54.187,98",10 mg x 10 comp.rec.,Raffo,23367.17
rivaroxabÃ¡n,"ANTITROM 107.056,50",10 mg x 30 comp.rec.,Lazar,43363.1
rivaroxabÃ¡n,"XAROBAN 109.368,05",10 mg x 30 comp.rec.,Raffo,47396.79
rivaroxabÃ¡n,"ABAXON 134.099,00",10 mg x 30 comp.rec.,Roemmers,50649.16
rivaroxabÃ¡n,"RIBEX 118.537,48",15 mg comp. x 30,Eurofarma,46947.62
rivaroxabÃ¡n,"REMEXAL 103.731,34",15 mg comp.rec.x 28,Casasco,42129.81
rivaroxabÃ¡n,"REMIVOX 117.818,73",15 mg comp.rec.x 28,Elea,47538.12
rivaroxabÃ¡n,"REMEXAL 105.040,93",15 mg comp.rec.x 30,Casasco,43192.72
rivaroxabÃ¡n,"RIXATYL 105.140,98",15 mg comp.rec.x 30,Baliarda,44261.58
rivaroxabÃ¡n,,15 mg comp.rec.x 30,,44649.23
rivaroxabÃ¡n,"DRINAX R 113.439,80",15 mg comp.rec.x 30,BagÃ³,45398.0
rivaroxabÃ¡n,"QUARXOM 117.100,32",15 mg comp.rec.x 30,Richmond,46351.24
rivaroxabÃ¡n,RIVACRIST,15 mg comp.rec.x 30,Abbott EPD,175153.79
rivaroxabÃ¡n,"XARELTO 307.943,48",15 mg comp.x 28,Bayer (PH),64293.74
rivaroxabÃ¡n,"XAROBAN 58.547,44",15 mg x 15 comp.rec.,Raffo,25821.03
rivaroxabÃ¡n,"ANTITROM 107.057,55",15 mg x 30 comp.rec.,Lazar,42182.42
rivaroxabÃ¡n,"XAROBAN 108.783,58",15 mg x 30 comp.rec.,Raffo,46817.32
rivaroxabÃ¡n,"ABAXON 127.581,00",15 mg x 30 comp.rec.,Roemmers,48187.57
rivaroxabÃ¡n,"RIXATYL 119.265,23",2.5 mg comp.rec.x 60,Baliarda,49043.53
rivaroxabÃ¡n,"XAROBAN 63.643,50",2.5 mg x 30 comp.rec.,Raffo,26183.96
rivaroxabÃ¡n,"ABAXON 69.014,00",2.5 mg x 30 comp.rec.,Roemmers,26066.46
rivaroxabÃ¡n,"XARELTO 303.304,99",2.5 mg x 56 comp.,Bayer (PH),63325.09
rivaroxabÃ¡n,"XAROBAN 119.769,61",2.5 mg x 60 comp.rec,Raffo,50057.57
rivaroxabÃ¡n,"RIBEX 119.128,87",20 mg comp. x 30,Eurofarma,47181.84
rivaroxabÃ¡n,"REMEXAL 108.501,25",20 mg comp.rec.x 28,Casasco,43804.05
rivaroxabÃ¡n,"REMIVOX 122.102,05",20 mg comp.rec.x 28,Elea,49753.69
rivaroxabÃ¡n,"REMEXAL 110.752,08",20 mg comp.rec.x 30,Casasco,45313.29
rivaroxabÃ¡n,,20 mg comp.rec.x 30,,48139.75
rivaroxabÃ¡n,"RIXATYL 111.981,76",20 mg comp.rec.x 30,Baliarda,46185.22
rivaroxabÃ¡n,"DRINAX R 117.342,57",20 mg comp.rec.x 30,BagÃ³,46959.87
rivaroxabÃ¡n,"QUARXOM 121.172,91",20 mg comp.rec.x 30,Richmond,48507.13
rivaroxabÃ¡n,RIVACRIST,20 mg comp.rec.x 30,Abbott EPD,184073.34
rivaroxabÃ¡n,"XARELTO 323.625,98",20 mg comp.x 28,Bayer (PH),67567.93
rivaroxabÃ¡n,"XAROBAN 58.943,18",20 mg x 15 comp.rec.,Raffo,25995.56
rivaroxabÃ¡n,"ANTITROM 111.457,45",20 mg x 30 comp.rec.,Lazar,43916.06
rivaroxabÃ¡n,"XAROBAN 113.862,33",20 mg x 30 comp.rec.,Raffo,49003.06
rivaroxabÃ¡n,"ABAXON 138.082,00",20 mg x 30 comp.rec.,Roemmers,52154.05
rivastigmina,,13.3 mg,Raffo,39616.89
rivastigmina,,10 18 mg,Biotoscana,39710.38
rivastigmina,,15 27 mg,Biotoscana,43197.53
rivastigmina,,4.6 mg,Raffo,36418.89
rivastigmina,,5 9 mg,Biotoscana,39710.38
rivastigmina,,9.5 mg,Raffo,36418.89
roflumilast,"LEMAST 64.190,19",0.5 mg comp.x 30,Casasco,21348.83
roflumilast,"DAXAS 31.565,53",500 mcg comp.x 30,AstraZeneca,15782.77
romiplostim,,1 x 5 ml,Amgen,5939951.47
romosozumab,EVENITY,105mg,Amgen,2527442.86
ropinirol,"REQUIP PD 120.207,16",2 mg comp.lib.prol.x 28,GlaxoSmithKline,26479.76
ropinirol,"REQUIP PD 193.623,30",4 mg comp.lib.prol.x 28,GlaxoSmithKline,42653.87
ropinirol,"REQUIP PD 308.404,01",8 mg comp.lib.prol.x 28,GlaxoSmithKline,67938.76
ropivacaina,,5 x 10 ml,Aspen Pharma,202148.03
ropivacaina,,5 x 20 ml,IMA,163596.79
ropivacaina,,5 x 20 ml,Aspen Pharma,170998.78
ropivacaina,,5 x 20 ml,Aspen Pharma,10382.24
ropivacaina,,5 x 20 ml,IMA,93492.44
ropivacaina,,5 x 20 ml,IMA,137559.01
ropivacaina,,5 x 20 ml,Aspen Pharma,147628.32
rosiglitazona,"GLIMIDE 53.955,44",4 mg comp.rec.x 30,Beta,21111.28
rosiglitazona,"GLIMIDE 78.580,03",8 mg comp.rec.x 30,Beta,20513.5
rosuvastatina,"REOVEX 25.617,88",10 10 mg comp.rec.ran.x 30,Baliarda,9657.4
rosuvastatina,"REOVEX 50.083,28",10 10 mg comp.rec.ran.x 60,Baliarda,18953.67
rosuvastatina,"HIPOLIPOL 23.740,91",10 mg comp.rec.x 28,Casasco,9209.93
rosuvastatina,"ROVASTANE 14.704,95",10 mg comp.rec.x 30,Eczane,5578.15
rosuvastatina,"ROSTAN 23.605,55",10 mg comp.rec.x 30,Biotenk,8985.37
rosuvastatina,"MESOTEROL 23.997,24",10 10 mg comp.rec.x 30,Finadiet,8864.97
rosuvastatina,"ASTENDE 24.603,62",10 mg comp.rec.x 30,Lazar,9247.41
rosuvastatina,"NODIS 24.837,42",10 10 mg comp.rec.x 30,Temis-LostalÃ³,9040.34
rosuvastatina,"HIPOLIPOL 24.840,26",10 mg comp.rec.x 30,Casasco,9459.35
rosuvastatina,,10 mg comp.rec.x 30,,9188.93
rosuvastatina,"ROXOLAN 25.281,62",10 mg comp.rec.x 30,Siegfried,10359.67
rosuvastatina,"SINLIP 25.344,45",10 mg comp.rec.x 30,Gador,9831.26
rosuvastatina,"LIPOGLUTAREN 26.512,66",10 10 mg comp.rec.x 30,Craveri,9220.78
rosuvastatina,"ROSUFEN 27.181,34",10 mg comp.rec.x 30,Nolter,10846.56
rosuvastatina,"ROVARTAL 28.063,00",10 mg comp.rec.x 30,Roemmers,10600.08
rosuvastatina,"HIPOLIPOL 46.854,05",10 mg comp.rec.x 56,Casasco,17842.31
rosuvastatina,"SINLIP 49.992,02",10 mg comp.rec.x 60,Gador,19392.17
rosuvastatina,"COLESTRAX 16.650,39",10 mg comp.x 28,Savant Generic,7792.21
rosuvastatina,"ROSUVASTATINA RICHET 20.106,08",10 mg comp.x 28,Richet,8611.85
rosuvastatina,,10 mg comp.x 28,,9085.62
rosuvastatina,"LIPEX 26.401,92",10 mg comp.x 28,Elea,10229.09
rosuvastatina,"ROSUVAST 27.719,57",10 mg comp.x 28,BagÃ³,11239.25
rosuvastatina,"PARASUL 40.289,52",10 mg comp.x 28,Sidus,14848.86
rosuvastatina,"CRESTOR 41.407,31",10 mg comp.x 28,AstraZeneca,14848.86
rosuvastatina,"ROSUFEC 19.351,33",10 10 mg comp.x 30,Fecofar,8368.05
rosuvastatina,ROVESTOR,10 mg comp.x 30,Klonal,19672.22
rosuvastatina,"ROSUVASTATINA RICHET 20.335,13",10 mg comp.x 30,Richet,8709.96
rosuvastatina,"NONLIPID 21.529,99",10 mg comp.x 30,Denver Farma,9050.85
rosuvastatina,,10 mg comp.x 30,,8467.2
rosuvastatina,"ROSUX 23.920,00",10 mg comp.x 30,Lepetit,7651.16
rosuvastatina,"ATERONOVA 25.115,14",10 mg comp.x 30,Beta,9544.95
rosuvastatina,,10 mg comp.x 30,,9745.4
rosuvastatina,"ROSUSTATIN 26.756,13",10 mg comp.x 30,Montpellier,9493.65
rosuvastatina,"ROSULIP 27.006,76",10 mg comp.x 30,Eurofarma,10760.94
rosuvastatina,"ROSUVAST 27.128,89",10 mg comp.x 30,BagÃ³,9343.5
rosuvastatina,"LIPEX 28.471,77",10 mg comp.x 30,Elea,11031.03
rosuvastatina,"ARTOMEY 29.333,29",10 mg comp.x 30,Teva argentina,11186.05
rosuvastatina,"BILIP 30.371,14",10 10 mg comp.x 30,Richmond,9818.93
rosuvastatina,"RABLOC 39.624,67",10 mg comp.x 30,Elea,11991.01
rosuvastatina,"ROSUVAST 51.199,41",10 mg comp.x 56,BagÃ³,21233.67
rosuvastatina,"CRESTOR 73.952,31",10 mg comp.x 56,AstraZeneca,29156.15
rosuvastatina,,10 mg comp.x 60,,17669.95
rosuvastatina,"ROSUSTATIN 47.724,31",10 mg comp.x 60,Montpellier,18742.07
rosuvastatina,"ROSUVAST 52.438,79",10 mg comp.x 60,BagÃ³,18705.38
rosuvastatina,"ARTOMEY 57.899,89",10 mg comp.x 60,Teva argentina,22079.75
rosuvastatina,ROVESTOR,20 mg comp. x 30,Klonal,34434.6
rosuvastatina,"APRENTICE 38.845,29",20 mg comp.ran.x 30,Francelab,16748.89
rosuvastatina,"REOVEX 45.392,79",20 20 mg comp.rec.ran.x 30,Baliarda,17145.45
rosuvastatina,"REOVEX 87.184,84",20 20 mg comp.rec.ran.x 60,Baliarda,32994.49
rosuvastatina,"HIPOLIPOL 43.311,24",20 mg comp.rec.x 28,Casasco,16493.19
rosuvastatina,"ROVASTANE 27.241,36",20 mg comp.rec.x 30,Eczane,10333.71
rosuvastatina,"ROSTAN 39.970,73",20 mg comp.rec.x 30,Biotenk,15214.7
rosuvastatina,"MESOTEROL 41.995,99",20 20 mg comp.rec.x 30,Finadiet,15666.09
rosuvastatina,"HIPOLIPOL 44.234,54",20 mg comp.rec.x 30,Casasco,16793.32
rosuvastatina,,20 mg comp.rec.x 30,,16143.27
rosuvastatina,"NODIS 44.503,98",20 20 mg comp.rec.x 30,Temis-LostalÃ³,16125.14
rosuvastatina,"ASTENDE 44.877,36",20 mg comp.rec.x 30,Lazar,16867.4
rosuvastatina,"SINLIP 44.953,80",20 mg comp.rec.x 30,Gador,17437.83
rosuvastatina,"ROXOLAN 45.684,05",20 mg comp.rec.x 30,Siegfried,18352.92
rosuvastatina,"LIPOGLUTAREN 48.998,14",20 20 mg comp.rec.x 30,Craveri,17141.7
rosuvastatina,"ROSUFEN 50.083,35",20 mg comp.rec.x 30,Nolter,19985.49
rosuvastatina,"ROVARTAL 50.264,00",20 mg comp.rec.x 30,Roemmers,18985.15
rosuvastatina,"HIPOLIPOL 82.426,46",20 mg comp.rec.x 56,Casasco,31449.06
rosuvastatina,"SINLIP 86.891,42",20 mg comp.rec.x 60,Gador,33705.68
rosuvastatina,"ROVARTAL 95.552,00",20 mg comp.rec.x 60,Roemmers,36090.32
rosuvastatina,"ROSUVASTATINA RICHET 35.846,38",20 mg comp.x 28,Richet,15055.98
rosuvastatina,,20 mg comp.x 28,,15689.48
rosuvastatina,"ROSUVAST 48.820,51",20 mg comp.x 28,BagÃ³,19858.79
rosuvastatina,"PARASUL 72.210,03",20 mg comp.x 28,Sidus,26734.26
rosuvastatina,"CRESTOR 75.357,89",20 mg comp.x 28,AstraZeneca,26746.17
rosuvastatina,"ROSUFEC 34.091,50",20 20 mg comp.x 30,Fecofar,14742.09
rosuvastatina,"ROSUVASTATINA RICHET 36.501,91",20 mg comp.x 30,Richet,15406.83
rosuvastatina,"NONLIPID 20 MG 37.928,55",20 mg comp.x 30,Denver Farma,16362.59
rosuvastatina,,20 mg comp.x 30,,14949.38
rosuvastatina,"ROSUX 42.820,00",20 mg comp.x 30,Lepetit,10460.54
rosuvastatina,,20 mg comp.x 30,,17334.08
rosuvastatina,"ATERONOVA 45.644,90",20 mg comp.x 30,Beta,17347.24
rosuvastatina,"ROSULIP 47.505,83",20 mg comp.x 30,Eurofarma,18928.89
rosuvastatina,"ROSUSTATIN 47.828,35",20 mg comp.x 30,Montpellier,16822.97
rosuvastatina,"ROSUVAST 47.881,09",20 mg comp.x 30,BagÃ³,17143.32
rosuvastatina,"BILIP 50.004,06",20 20 mg comp.x 30,Richmond,18569.78
rosuvastatina,"LIPEX 51.887,81",20 mg comp.x 30,Elea,20103.27
rosuvastatina,"ARTOMEY 53.210,04",20 mg comp.x 30,Teva argentina,20291.29
rosuvastatina,"RABLOC 69.388,74",20 mg comp.x 30,Elea,18896.43
rosuvastatina,"CRESTOR 140.242,87",20 mg comp.x 56,AstraZeneca,53493.13
rosuvastatina,,20 mg comp.x 60,,30830.25
rosuvastatina,"ROSUVAST 91.656,41",20 mg comp.x 60,BagÃ³,33132.61
rosuvastatina,"REOVEX 77.348,54",40 40 mg comp.rec.ran.x 30,Baliarda,29158.77
rosuvastatina,"HIPOLIPOL 74.373,57",40 mg comp.rec.x 28,Casasco,28321.93
rosuvastatina,"HIPOLIPOL 74.916,66",40 mg comp.rec.x 30,Casasco,28528.74
rosuvastatina,"NODIS 75.799,42",40 40 mg comp.rec.x 30,Temis-LostalÃ³,27791.22
rosuvastatina,"ASTENDE 76.700,45",40 mg comp.rec.x 30,Lazar,28998.02
rosuvastatina,"SINLIP 76.823,50",40 mg comp.rec.x 30,Gador,29800.28
rosuvastatina,"ROXOLAN 80.729,38",40 mg comp.rec.x 30,Siegfried,32038.44
rosuvastatina,"ROSUFEN 80.732,27",40 mg comp.rec.x 30,Nolter,29221.7
rosuvastatina,"ROVARTAL 84.973,00",40 mg comp.rec.x 30,Roemmers,32095.09
rosuvastatina,,40 mg comp.tri,Francelab,16620.8
rosuvastatina,"ROSUVASTATINA RICHET 63.274,09",40 mg comp.x 28,Richet,26302.95
rosuvastatina,"ROSUVAST 80.763,05",40 mg comp.x 28,BagÃ³,32746.4
rosuvastatina,"CRESTOR 105.654,08",40 mg comp.x 28,AstraZeneca,42067.19
rosuvastatina,"ROSUFEC 57.990,64",40 40 mg comp.x 30,Fecofar,25076.74
rosuvastatina,,40 mg comp.x 30,,24634.91
rosuvastatina,ROSUVASTATINA RICHET,40 mg comp.x 30,Richet,63439.6
rosuvastatina,ROSUX,40 mg comp.x 30,Lepetit,72620.0
rosuvastatina,,40 mg comp.x 30,,30056.15
rosuvastatina,"BILIP 79.148,23",40 40 mg comp.x 30,Richmond,27574.54
rosuvastatina,"ROSUVAST 81.420,74",40 mg comp.x 30,BagÃ³,30194.12
rosuvastatina,"LIPEX 82.484,97",40 mg comp.x 30,Elea,31957.75
rosuvastatina,"ARTOMEY 83.706,65",40 mg comp.x 30,Teva argentina,31952.55
rosuvastatina,"REOVEX 16.742,76",5 5 mg comp.rec.ran.x 30,Baliarda,6285.21
rosuvastatina,"REOVEX 31.782,91",5 5 mg comp.rec.ran.x 60,Baliarda,12016.34
rosuvastatina,"HIPOLIPOL 16.248,21",5 mg comp.rec.x 28,Casasco,6150.16
rosuvastatina,"MESOTEROL 15.439,99",5 5 mg comp.rec.x 30,Finadiet,5742.85
rosuvastatina,"ROSTAN 15.572,60",5 mg comp.rec.x 30,Biotenk,5927.65
rosuvastatina,"HIPOLIPOL 16.347,50",5 mg comp.rec.x 30,Casasco,6187.73
rosuvastatina,"NODIS 16.440,10",5 5 mg comp.rec.x 30,Temis-LostalÃ³,5999.01
rosuvastatina,"ASTENDE 16.498,72",5 mg comp.rec.x 30,Lazar,6237.64
rosuvastatina,"SINLIP 16.606,29",5 mg comp.rec.x 30,Gador,6441.67
rosuvastatina,"ROXOLAN 16.697,94",5 mg comp.rec.x 30,Siegfried,6842.33
rosuvastatina,"ROSUFEN 18.149,35",5 mg comp.rec.x 30,Nolter,7242.4
rosuvastatina,"ROVARTAL 18.513,00",5 mg comp.rec.x 30,Roemmers,6992.91
rosuvastatina,"LIPOGLUTAREN 20.631,72",5 5 mg comp.rec.x 30,Craveri,7217.88
rosuvastatina,"HIPOLIPOL 31.228,98",5 mg comp.rec.x 56,Casasco,11820.55
rosuvastatina,"SINLIP 31.365,58",5 mg comp.rec.x 60,Gador,12286.16
rosuvastatina,"ROVARTAL 33.219,00",5 mg comp.rec.x 60,Roemmers,12547.02
rosuvastatina,"ROSUVAST 19.516,98",5 mg comp.x 28,BagÃ³,7962.53
rosuvastatina,"PARASUL 28.508,20",5 mg comp.x 28,Sidus,10554.46
rosuvastatina,"CRESTOR 33.042,93",5 mg comp.x 28,AstraZeneca,12905.56
rosuvastatina,,5 mg comp.x 30,,5740.27
rosuvastatina,"ROSUX 15.720,00",5 mg comp.x 30,Lepetit,4153.48
rosuvastatina,"ROSUSTATIN 15.755,37",5 mg comp.x 30,Montpellier,6187.38
rosuvastatina,,5 mg comp.x 30,,6616.89
rosuvastatina,ATERONOVA,5 mg comp.x 30,Beta,17167.15
