debug_generado,droga,marca,presentacion_original,forma,dosis,unidad,cantidad,resto
2026-06-30 06:51:48,pramipexol,NULIPAR LP,1.5 mg comp.lib.prol.x30,COMPRIMIDOS LIBERACIÓN PROLONGADA,1.5,MG,30,
2026-06-30 06:51:48,pramipexol,SIFROL ER,1.5mg comp.lib.prol.x 30,COMPRIMIDOS LIBERACIÓN PROLONGADA,1.5,MG,30,
2026-06-30 06:51:48,pramipexol,NULIPAR LP,3 mg comp.lib.prol.x 30,COMPRIMIDOS LIBERACIÓN PROLONGADA,3,MG,30,
2026-06-30 06:51:48,pramipexol,SIFROL ER,3 mg comp.lib.prol.x 30,COMPRIMIDOS LIBERACIÓN PROLONGADA,3,MG,30,
2026-06-30 06:51:48,"pramoxina, fenilefrina, asoc.",CONTRACTIL F,cr.x 20 g,CREMA,,,,
2026-06-30 06:51:48,prasterona,FEMTERONA,óv. x 28 + aplic. x 6,ÓVULOS,,,28,aplic. x 6
2026-06-30 06:51:48,"prasterona, procaína, asoc.",LONGEVITAL,5000 mcg comp.x 30,COMPRIMIDOS,5000,MCG,30,
2026-06-30 06:51:48,prasugrel,FLUIDIN,10 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,10,MG,28,
2026-06-30 06:51:48,prasugrel,ENIPRAX,10 mg comp.x 30,COMPRIMIDOS,10,MG,30,
2026-06-30 06:51:48,prasugrel,PROCARDIA,10 mg comp.x 30,COMPRIMIDOS,10,MG,30,
2026-06-30 06:51:48,prasugrel,FLUIDIN,5 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,5,MG,28,
2026-06-30 06:51:48,prasugrel,PROCARDIA,5 mg comp.x 30,COMPRIMIDOS,5,MG,30,
2026-06-30 06:51:48,praziquantel,PRAZITRAL,600 mg comp.x 4,COMPRIMIDOS,600,MG,4,
2026-06-30 06:51:48,precursores fibrina humana,TISEEL LYO,env.x 10 ml,ENVASE,,,,
2026-06-30 06:51:48,precursores fibrina humana,TISEEL LYO,env.x 2 ml,ENVASE,,,,
2026-06-30 06:51:48,precursores fibrina humana,TISEEL LYO,env.x 4 ml,ENVASE,,,,
2026-06-30 06:51:48,"prednisolona acetato, fenilefr",FENIPRED ACETATO,fco.gotero x 10 ml,FRASCO GOTERO,,,,
2026-06-30 06:51:48,"prednisolona, asoc.",PROCTO VENART,pda.x 10 g,POMADA,,,,
2026-06-30 06:51:48,"prednisolona, asoc.",PROCTO VENART,pda.x 30 g,POMADA,,,,
2026-06-30 06:51:48,"prednisolona, asoc.",PREDNIPLOS,susp.oft.est.x 5 ml,SUSPENSIÓN,,,,oft.est
2026-06-30 06:51:48,"prednisolona, cloramfenicol",ESODAR,susp.est.x 10 ml,SUSPENSIÓN,,,,est
2026-06-30 06:51:48,"prednisolona, fenilefrina",OFTALDROP,susp.oft.x 10 ml,OFTÁLMICO,,,,
2026-06-30 06:51:48,"prednisolona, fenilefrina",EFECORYL FORTE,susp.oft.x 10 ml,OFTÁLMICO,,,,
2026-06-30 06:51:48,"prednisolona, fenilefrina",DELTAR,susp.oft.x 10 ml,OFTÁLMICO,,,,
2026-06-30 06:51:48,"prednisolona, fenilefrina",PREDNEFRIN FORTE,susp.oft.x 10 ml,OFTÁLMICO,,,,
2026-06-30 06:51:48,prednisona,METILPRES,20 mg comp.ran.x 20,COMPRIMIDOS RANURADOS,20,MG,20,
2026-06-30 06:51:48,prednisona,METILPRES,5 mg comp.ran.x 30,COMPRIMIDOS RANURADOS,5,MG,30,
2026-06-30 06:51:48,prednisona,METILPRES,5 mg comp.ran.x 60,COMPRIMIDOS RANURADOS,5,MG,60,
2026-06-30 06:51:48,prednisona,METILPRES 50,50mg comp.rec.trirr.x 20,COMPRIMIDOS RECUBIERTOS,50,MG,20,trirr
2026-06-30 06:51:48,pregabalina,PREBICTAL,100 mg caps.x 28,CÁPSULAS,100,MG,28,
2026-06-30 06:51:48,pregabalina,KABIAN 100 MULTIDOSIS,100 mg comp.trirran.x 30,COMPRIMIDOS TRIRRANURADOS,100,MG,30,
2026-06-30 06:51:48,pregabalina,CLASICA,150 mg caps.x 28,CÁPSULAS,150,MG,28,
2026-06-30 06:51:48,pregabalina,PREGABALINA VANNIER 150,150 mg caps.x 28,CÁPSULAS,150,MG,28,
2026-06-30 06:51:48,pregabalina,PREBANAL,150 mg caps.x 28,CÁPSULAS,150,MG,28,
2026-06-30 06:51:48,pregabalina,PREBIEN,150 mg caps.x 28,CÁPSULAS,150,MG,28,
2026-06-30 06:51:48,pregabalina,GAVIN,150 mg caps.x 28,CÁPSULAS,150,MG,28,
2026-06-30 06:51:48,pregabalina,LINPREL 150,150 mg caps.x 28,CÁPSULAS,150,MG,28,
2026-06-30 06:51:48,pregabalina,PREBICTAL,150 mg caps.x 28,CÁPSULAS,150,MG,28,
2026-06-30 06:51:48,pregabalina,CLASICA,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,GAVANEURAL,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,GAVIN,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,LUNEL,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,LINPREL 150,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,PGB,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,AXUAL,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,PLENICA,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,LYRICA,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,PRINCIPIA,150 mg caps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,PREGABALINA RICHET 150,150 mg cáps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,SERIPRAN,150 mg cáps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,NEURISTAN,150 mg cáps.x 30,CÁPSULAS,150,MG,30,
2026-06-30 06:51:48,pregabalina,PREBIEN 150 DIVIDOSIS,150 mg comp.birran.x 30,COMPRIMIDOS BIRRANURADOS,150,MG,30,
2026-06-30 06:51:48,pregabalina,KABIAN 150 MULTIDOSIS,150 mg comp.birran.x 30,COMPRIMIDOS BIRRANURADOS,150,MG,30,
2026-06-30 06:51:48,pregabalina,MYSTIKA 150,150 mg comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,150,MG,30,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN PRACTIDOSIS,150 mg comp.x 30,COMPRIMIDOS,150,MG,30,
2026-06-30 06:51:48,pregabalina,GAVIN,25 mg caps.x 28,CÁPSULAS,25,MG,28,
2026-06-30 06:51:48,pregabalina,LINPREL 25,25 mg caps.x 28,CÁPSULAS,25,MG,28,
2026-06-30 06:51:48,pregabalina,PREBICTAL,25 mg caps.x 28,CÁPSULAS,25,MG,28,
2026-06-30 06:51:48,pregabalina,CLASICA,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,LUNEL,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,PLENICA,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,GAVIN,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,AXUAL,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,PRINCIPIA,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,LYRICA,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,SERIPRAN,25 mg cáps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,NEURISTAN,25 mg cáps.x 30,CÁPSULAS,25,MG,30,
2026-06-30 06:51:48,pregabalina,LYRICA,25 mg caps.x 60,CÁPSULAS,25,MG,60,
2026-06-30 06:51:48,pregabalina,GAVIN,300 mg caps.x 28,CÁPSULAS,300,MG,28,
2026-06-30 06:51:48,pregabalina,LINPREL 300,300 mg caps.x 28,CÁPSULAS,300,MG,28,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN,300 mg caps.x 30,CÁPSULAS,300,MG,30,
2026-06-30 06:51:48,pregabalina,GAVIN,300 mg caps.x 30,CÁPSULAS,300,MG,30,
2026-06-30 06:51:48,pregabalina,LINPREL 300,300 mg caps.x 30,CÁPSULAS,300,MG,30,
2026-06-30 06:51:48,pregabalina,LYRICA,300 mg caps.x 30,CÁPSULAS,300,MG,30,
2026-06-30 06:51:48,pregabalina,PLENICA,300 mg caps.x 30,CÁPSULAS,300,MG,30,
2026-06-30 06:51:48,pregabalina,PRINCIPIA,300 mg caps.x 30,CÁPSULAS,300,MG,30,
2026-06-30 06:51:48,pregabalina,SERIPRAN,300 mg cáps.x 30,CÁPSULAS,300,MG,30,
2026-06-30 06:51:48,pregabalina,PLENICA,50 mg caps.x 15,CÁPSULAS,50,MG,15,
2026-06-30 06:51:48,pregabalina,GAVIN,50 mg caps.x 28,CÁPSULAS,50,MG,28,
2026-06-30 06:51:48,pregabalina,LINPREL 50,50 mg caps.x 28,CÁPSULAS,50,MG,28,
2026-06-30 06:51:48,pregabalina,PREBICTAL,50 mg caps.x 28,CÁPSULAS,50,MG,28,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN,50 mg caps.x 30,CÁPSULAS,50,MG,30,
2026-06-30 06:51:48,pregabalina,GAVIN,50 mg caps.x 30,CÁPSULAS,50,MG,30,
2026-06-30 06:51:48,pregabalina,PLENICA,50 mg caps.x 30,CÁPSULAS,50,MG,30,
2026-06-30 06:51:48,pregabalina,AXUAL,50 mg caps.x 30,CÁPSULAS,50,MG,30,
2026-06-30 06:51:48,pregabalina,LYRICA,50 mg caps.x 30,CÁPSULAS,50,MG,30,
2026-06-30 06:51:48,pregabalina,SERIPRAN,50 mg cáps.x 30,CÁPSULAS,50,MG,30,
2026-06-30 06:51:48,pregabalina,NEURISTAN,50 mg cáps.x 30,CÁPSULAS,50,MG,30,
2026-06-30 06:51:48,pregabalina,PREBANAL,75 mg caps.x 14,CÁPSULAS,75,MG,14,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN,75 mg caps.x 15,CÁPSULAS,75,MG,15,
2026-06-30 06:51:48,pregabalina,PLENICA,75 mg caps.x 15,CÁPSULAS,75,MG,15,
2026-06-30 06:51:48,pregabalina,LYRICA,75 mg caps.x 15,CÁPSULAS,75,MG,15,
2026-06-30 06:51:48,pregabalina,CLASICA,75 mg caps.x 28,CÁPSULAS,75,MG,28,
2026-06-30 06:51:48,pregabalina,GAVIN,75 mg caps.x 28,CÁPSULAS,75,MG,28,
2026-06-30 06:51:48,pregabalina,PREBIEN,75 mg caps.x 28,CÁPSULAS,75,MG,28,
2026-06-30 06:51:48,pregabalina,PREBANAL,75 mg caps.x 28,CÁPSULAS,75,MG,28,
2026-06-30 06:51:48,pregabalina,PREGABALINA VANNIER 75,75 mg caps.x 28,CÁPSULAS,75,MG,28,
2026-06-30 06:51:48,pregabalina,LINPREL 75,75 mg caps.x 28,CÁPSULAS,75,MG,28,
2026-06-30 06:51:48,pregabalina,PREBICTAL,75 mg caps.x 28,CÁPSULAS,75,MG,28,
2026-06-30 06:51:48,pregabalina,CLASICA,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,GAVANEURAL,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,AXUAL,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,LINPREL 75,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,GAVIN,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,LUNEL,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,PGB,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,PLENICA,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,LYRICA,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,PRINCIPIA,75 mg caps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,PREGABALINA RICHET 75,75 mg cáps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,SERIPRAN,75 mg cáps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,NEURISTAN,75 mg cáps.x 30,CÁPSULAS,75,MG,30,
2026-06-30 06:51:48,pregabalina,AXUAL,75 mg caps.x 60,CÁPSULAS,75,MG,60,
2026-06-30 06:51:48,pregabalina,PRINCIPIA,75 mg caps.x 60,CÁPSULAS,75,MG,60,
2026-06-30 06:51:48,pregabalina,PLENICA,75 mg caps.x 60,CÁPSULAS,75,MG,60,
2026-06-30 06:51:48,pregabalina,LYRICA,75 mg caps.x 60,CÁPSULAS,75,MG,60,
2026-06-30 06:51:48,pregabalina,PREGABALINA RICHET 75,75 mg cáps.x 60,CÁPSULAS,75,MG,60,
2026-06-30 06:51:48,pregabalina,PREBICTAL 75 MULTIDOSIS,75 mg comp. birran. x 15,COMPRIMIDOS,75,MG,15,birran
2026-06-30 06:51:48,pregabalina,PREBICTAL 75 MULTIDOSIS,75 mg comp. birran. x 30,COMPRIMIDOS,75,MG,30,birran
2026-06-30 06:51:48,pregabalina,LUNEL 75 PRACTIDOSIS,75 mg comp.birr.x 30,COMPRIMIDOS,75,MG,30,birr
2026-06-30 06:51:48,pregabalina,PREBIEN 75 DIVIDOSIS,75 mg comp.birran.x 30,COMPRIMIDOS BIRRANURADOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,GAVIN 75 BIRRANURADO,75 mg comp.birran.x 30,COMPRIMIDOS BIRRANURADOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,KABIAN 75 MULTIDOSIS,75 mg comp.birran.x 30,COMPRIMIDOS BIRRANURADOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,LINPREL MULTIDOSIS,75 mg comp.birranur.x 30,COMPRIMIDOS BIRRANURADOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,PRINCIPIA PRACTIDOSIS,75 mg comp.birranur.x 30,COMPRIMIDOS BIRRANURADOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,LINPREL MULTIDOSIS,75 mg comp.birranur.x 60,COMPRIMIDOS BIRRANURADOS,75,MG,60,
2026-06-30 06:51:48,pregabalina,PGB 75 MULTIDOSIS,75 mg comp.multid.x 15,COMPRIMIDOS,75,MG,15,multid
2026-06-30 06:51:48,pregabalina,PGB 75 MULTIDOSIS,75 mg comp.multid.x 30,COMPRIMIDOS,75,MG,30,multid
2026-06-30 06:51:48,pregabalina,SERIPRAN,75 mg comp.ran.dividsx30,COMPRIMIDOS RANURADOS,75,MG,30,divids
2026-06-30 06:51:48,pregabalina,MYSTIKA 75 MULTIDOSIS,75 mg comp.rec.birr.x 30,COMPRIMIDOS RECUBIERTOS,75,MG,30,birr
2026-06-30 06:51:48,pregabalina,DOLONEUTIN PRACTIDOSIS,75 mg comp.x 15,COMPRIMIDOS,75,MG,15,
2026-06-30 06:51:48,pregabalina,PLENICA 75 PRACTIDOSIS,75 mg comp.x 15,COMPRIMIDOS,75,MG,15,
2026-06-30 06:51:48,pregabalina,DOLONEUTIN PRACTIDOSIS,75 mg comp.x 30,COMPRIMIDOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,NEURISTAN MULTIDOSIS,75 mg comp.x 30,COMPRIMIDOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,PLENICA 75 PRACTIDOSIS,75 mg comp.x 30,COMPRIMIDOS,75,MG,30,
2026-06-30 06:51:48,pregabalina,NEURISTAN MULTIDOSIS,75 mg comp.x 60,COMPRIMIDOS,75,MG,60,
2026-06-30 06:51:48,pregabalina,AXUAL,75 mg divids.x 15,DIVISIBLES,75,MG,15,
2026-06-30 06:51:48,pregabalina,AXUAL,75 mg divids.x 30,DIVISIBLES,75,MG,30,
2026-06-30 06:51:48,"pridinol,mesilato",PRINIL,4 mg comp.ran.x 10,COMPRIMIDOS RANURADOS,4,MG,10,
2026-06-30 06:51:48,"pridinol,mesilato",RELAXEDAN,4 mg comp.ran.x 15,COMPRIMIDOS RANURADOS,4,MG,15,
2026-06-30 06:51:48,"pridinol,mesilato",PRINIL,4 mg comp.ran.x 30,COMPRIMIDOS RANURADOS,4,MG,30,
2026-06-30 06:51:48,"pridinol,mesilato",RODI RELAX,4 mg comp.x 10,COMPRIMIDOS,4,MG,10,
2026-06-30 06:51:48,"pridinol,mesilato",RODI RELAX,4 mg comp.x 15,COMPRIMIDOS,4,MG,15,
2026-06-30 06:51:48,"pridinol,mesilato",RODI RELAX,4 mg comp.x 30,COMPRIMIDOS,4,MG,30,
2026-06-30 06:51:48,primidona,MYSODONE,250 mg comp.x 30,COMPRIMIDOS,250,MG,30,
2026-06-30 06:51:48,procarbazina,ALAPIDIUM,50 mg cáps.x 50,CÁPSULAS,50,MG,50,
2026-06-30 06:51:48,procarbazina,PROCARBAZINA ECZANE,50 mg cáps.x 50,CÁPSULAS,50,MG,50,
2026-06-30 06:51:48,producto cosmético,PERCUTAFEINE,env.x 200 ml,ENVASE,,,,
2026-06-30 06:51:48,progesterona,GESLUTIN,100 mg caps.bl.x 30,CÁPSULAS BLANDAS,100,MG,30,
2026-06-30 06:51:48,progesterona,UTROGESTAN,100 mg caps.x 30,CÁPSULAS,100,MG,30,
2026-06-30 06:51:48,progesterona,GESLUTIN,200 mg caps.bl.x 15,CÁPSULAS BLANDAS,200,MG,15,
2026-06-30 06:51:48,progesterona,GESLUTIN,200 mg caps.bl.x 30,CÁPSULAS BLANDAS,200,MG,30,
2026-06-30 06:51:48,progesterona,UTROGESTAN,200 mg caps.x 14,CÁPSULAS,200,MG,14,
2026-06-30 06:51:48,progesterona,UTROGESTAN,200 mg caps.x 28,CÁPSULAS,200,MG,28,
2026-06-30 06:51:48,progesterona,UTROGESTAN,200 mg caps.x 42,CÁPSULAS,200,MG,42,
2026-06-30 06:51:48,progesterona,ALTERPURE,25 mg fco.a.x 7,FRASCO AMPOLLA,25,MG,7,
2026-06-30 06:51:48,progesterona,PROGEST 200,caps.blandas x 15,CÁPSULAS BLANDAS,,,15,
2026-06-30 06:51:48,progesterona,PROGEST,caps.blandas x 30,CÁPSULAS BLANDAS,,,30,
2026-06-30 06:51:48,progesterona,PROGEST 200,caps.blandas x 30,CÁPSULAS BLANDAS,,,30,
2026-06-30 06:51:48,progesterona,MAFEL 200,caps.x 14,CÁPSULAS,,,14,
2026-06-30 06:51:48,progesterona,MAFEL 200,caps.x 28,CÁPSULAS,,,28,
2026-06-30 06:51:48,progesterona,MAFEL,caps.x 30,CÁPSULAS,,,30,
2026-06-30 06:51:48,progesterona,GESTFEM,cáps.x 30,CÁPSULAS,,,30,
2026-06-30 06:51:48,progesterona,MAFEL 200,caps.x 42,CÁPSULAS,,,42,
2026-06-30 06:51:48,progesterona,CRINONE 8%,dispens.monods.pack x 15,MONODOSIS,,,15,pack
2026-06-30 06:51:48,promestriene,COLPOTROPHINE,caps.vag.x 10,CÁPSULAS VAGINALES,,,10,
2026-06-30 06:51:48,promestriene,COLPOTROPHINE,caps.vag.x 20,CÁPSULAS VAGINALES,,,20,
2026-06-30 06:51:48,promestriene,PROMECLIM,comp.vag.x 10,COMPRIMIDOS VAGINALES,,,10,
2026-06-30 06:51:48,promestriene,PROMECLIM,comp.vag.x 20,COMPRIMIDOS VAGINALES,,,20,
2026-06-30 06:51:48,promestriene,COLPOESTRIENE,cr. vag. x 15 g.,CREMA VAGINAL,,,,
2026-06-30 06:51:48,promestriene,MENOCLIM PRO,cr.x 15 g,CREMA,,,,
2026-06-30 06:51:48,promestriene,COLPOTROPHINE,cr.x 15 g,CREMA,,,,
2026-06-30 06:51:48,promestriene,MENOCLIM PRO,ov. x 10,ÓVULOS,,,10,
2026-06-30 06:51:48,promestriene,COLPOESTRIENE,ov. x 10,ÓVULOS,,,10,
2026-06-30 06:51:48,promestriene,MENOCLIM PRO,ov. x 20,ÓVULOS,,,20,
2026-06-30 06:51:48,promestriene,COLPOESTRIENE,ov. x 20,ÓVULOS,,,20,
2026-06-30 06:51:48,prometazina,PROMETAZINA VANNIER,25 mg comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,25,MG,30,
2026-06-30 06:51:48,prometazina,ROSTAZINA,25 mg comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,25,MG,30,
2026-06-30 06:51:48,propafenona,NORMORYTMIN,150 mg comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,150,MG,20,
2026-06-30 06:51:48,propafenona,NORMORYTMIN,150 mg comp.rec.x 50,COMPRIMIDOS RECUBIERTOS,150,MG,50,
2026-06-30 06:51:48,propafenona,NORMORYTMIN,300 mg comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,300,MG,20,
2026-06-30 06:51:48,propafenona,NORMORYTMIN,300 mg comp.rec.x 50,COMPRIMIDOS RECUBIERTOS,300,MG,50,
2026-06-30 06:51:48,proparacaína,POEN CAINA,colirio x 10 ml,COLIRIO,,,,
2026-06-30 06:51:48,proparacaína,ANESTALCON,fco.x 15 ml,FRASCO,,,,
2026-06-30 06:51:48,propilenglicol,COLTIX HIDRA LAGRIMAS,env.x 12 ml,ENVASE,,,,
2026-06-30 06:51:48,propilenglicol,SYSTANE BALANCE,sol.oft.estéril x 10 ml,SOLUCIÓN OFTÁLMICA ESTÉRIL,,,,
2026-06-30 06:51:48,propilenglicol,SYSTANE COMPLETE,sol.oft.x 10 ml,SOLUCIÓN OFTÁLMICA,,,,
2026-06-30 06:51:48,propinox,SERTAL PERLAS,caps.blandas x 10,CÁPSULAS BLANDAS,,,10,
2026-06-30 06:51:48,propinox,SERTAL FEM,cáps.blandas x 10,CÁPSULAS BLANDAS,,,10,
2026-06-30 06:51:48,propinox,SERTAL FEM,cáps.blandas x 20,CÁPSULAS BLANDAS,,,20,
2026-06-30 06:51:48,propinox,SERTAL FEM,cáps.blandas x 6,CÁPSULAS BLANDAS,,,6,
2026-06-30 06:51:48,propinox,SERTAL,comp.rec.x 10,COMPRIMIDOS RECUBIERTOS,,,10,
2026-06-30 06:51:48,propinox,BECEBUEN,gts.x 20 ml,GOTAS,,,,
2026-06-30 06:51:48,propinox,SERTAL,gts.x 20 ml,GOTAS,,,,
2026-06-30 06:51:48,"propinox, clonixinato de lisin",BECEBUEN COMPUESTO,comp.rec.x 10,COMPRIMIDOS RECUBIERTOS,,,10,
2026-06-30 06:51:48,"propinox, clonixinato de lisin",SERTAL COMPUESTO VL,comp.rec.x 10,COMPRIMIDOS RECUBIERTOS,,,10,
2026-06-30 06:51:48,"propinox, clonixinato de lisin",SERTAL COMPUESTO,comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,,,20,
2026-06-30 06:51:48,"propinox, clonixinato de lisin",SERTAL COMPUESTO VL,comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,,,20,
2026-06-30 06:51:48,"propinox, clonixinato de lisin",SERTAL COMPUESTO,iny.x 3 dosis,INYECTABLE,,,3 ds.,
2026-06-30 06:51:48,"propinox, dipirona",APASMO COMPUESTO,comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,,,20,
2026-06-30 06:51:48,propofol,PROPOFOL GRAY,10 mg a.x 100 x 20 ml,AMPOLLA,10,MG,100,
2026-06-30 06:51:48,propofol,PROPOFOL GRAY,10 mg a.x 25 x 20 ml,AMPOLLA,10,MG,25,
2026-06-30 06:51:48,propofol,PROPOFOL GRAY,10 mg a.x 5 x 20 ml,AMPOLLA,10,MG,5,
2026-06-30 06:51:48,propofol,PROPOVAN,10 mg/ml a.x 5 x 20 ml,AMPOLLA,10,MG,5,
2026-06-30 06:51:48,propofol,PROPOFOL LIPURO,20 mg/ml a.x 10 x 50 ml,AMPOLLA,20,MG,10,
2026-06-30 06:51:48,propofol,GOBBIFOL,a.x 25 x 20 ml,AMPOLLA,,,25,
2026-06-30 06:51:48,propofol,GOBBIFOL,a.x 5 x 20 ml,AMPOLLA,,,5,
2026-06-30 06:51:48,propranolol,PROPRANOLOL GADOR,10 mg comp.x 20,COMPRIMIDOS,10,MG,20,
2026-06-30 06:51:48,propranolol,PROPRANOLOL GADOR,40 mg comp.x 100,COMPRIMIDOS,40,MG,100,
2026-06-30 06:51:48,propranolol,PROPRANOLOL GADOR,40 mg comp.x 50,COMPRIMIDOS,40,MG,50,
2026-06-30 06:51:48,propranolol,PROPRANOLOL GADOR,80 mg comp.x 50,COMPRIMIDOS,80,MG,50,
2026-06-30 06:51:48,propranolol,OPOSIM,a. x 5 x 5 ml,AMPOLLA,,,5,
2026-06-30 06:51:48,"propranolol,clorh.",PROPADER,sol.oral x 100 ml,SOLUCIÓN ORAL,,,,
2026-06-30 06:51:48,protamina,PROTAMINA,1000 UH/ml a.x 1 x 5 ml,AMPOLLA,1000,,1,
2026-06-30 06:51:48,proteínas plasmáticas,INTRATECT,f.a.5 g x 100 ml,FRASCO AMPOLLA,,,,5 g
2026-06-30 06:51:48,prucalopride,PRUCAL,1 mg comp.rec.x 10,COMPRIMIDOS RECUBIERTOS,1,MG,10,
2026-06-30 06:51:48,prucalopride,DOSNE,1 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,1,MG,28,
2026-06-30 06:51:48,prucalopride,PRUCAL,1 mg comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,1,MG,30,
2026-06-30 06:51:48,prucalopride,DOSNE,1 mg comp.rec.x 42,COMPRIMIDOS RECUBIERTOS,1,MG,42,
2026-06-30 06:51:48,prucalopride,DOSNE,1 mg comp.rec.x 7,COMPRIMIDOS RECUBIERTOS,1,MG,7,
2026-06-30 06:51:48,prucalopride,ERCANOL,1 mg comp.x 30,COMPRIMIDOS,1,MG,30,
2026-06-30 06:51:48,prucalopride,PRUCAL,2 mg comp.rec.x 10,COMPRIMIDOS RECUBIERTOS,2,MG,10,
2026-06-30 06:51:48,prucalopride,PRUXAN,2 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,2,MG,28,
2026-06-30 06:51:48,prucalopride,DOSNE,2 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,2,MG,28,
2026-06-30 06:51:48,prucalopride,RESOLIDE,2 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,2,MG,28,
2026-06-30 06:51:48,prucalopride,PRUCAL,2 mg comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,2,MG,30,
2026-06-30 06:51:48,prucalopride,PRUCACINET,2 mg comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,2,MG,30,
2026-06-30 06:51:48,prucalopride,DOSNE,2 mg comp.rec.x 42,COMPRIMIDOS RECUBIERTOS,2,MG,42,
2026-06-30 06:51:48,prucalopride,ERCANOL,2 mg comp.x 30,COMPRIMIDOS,2,MG,30,
